,區號名
3435,(1465)六斗段
3436,(1425)牛埔段
3437,(0254)竹子腳段
3438,(0255)竹子腳段竹嘉小段
3439,(1462)竹子腳新段
3440,(0243)更寮段更寮小段
3441,(0245)更寮段
3442,(0246)林內段
3443,(0247)林內段林內小段
3444,(0248)林內段古林小段
3445,(0252)後崩山段
3446,(0253)後崩山段崩山小段
3447,(0391)後崩山段後崩山小段
3448,(0279)崙子段
3449,(0280)崙子段崙陽小段
3450,(1453)崙陽段
3451,(1463)魚寮段
3452,(0268)港尾寮段
3453,(0269)港尾寮段港美小段
3454,(0270)港尾寮段豐美小段
3455,(1464)港尾寮新段
3456,(0273)溪墘厝段
3457,(0274)溪墘厝段正義小段
3458,(0260)蒜頭段
3459,(0261)蒜頭段蒜頭小段
3460,(0262)蒜頭段蒜東小段
3461,(0249)潭子墘段
3462,(0250)潭子墘段潭墘小段
3463,(0251)潭子墘段北潭小段
3464,(0271)雙涵段
3465,(0272)雙涵段雙涵小段
3466,(0278)蘇厝寮段蘇厝小段
3467,(1452)蘇厝段
3468,(0258)灣內段
3469,(0259)灣內段灣內小段
3470,(1426)灣北段
3471,(1427)灣南段
3472,(0286)三塊厝段
3473,(0395)三塊厝段三家小段
3474,(1458)三塊厝新段
3475,(0302)下蔦松段
3476,(0314)下揖子寮段
3477,(0315)下揖子寮段下揖小段
3478,(0376)下蔦松段蔦松小段
3479,(0285)山寮段
3480,(0293)中洲段
3481,(0287)屯子頭段
3482,(1459)屯子頭新段
3483,(1412)走賊宅段走宅小段
3484,(1460)東石段
3485,(1456)型厝段
3486,(0294)後埔段
3487,(0298)洲子段
3488,(0373)洲仔段洲仔小段
3489,(0289)栗子崙段
3490,(1411)栗子崙段西崙小段
3491,(1418)栗子崙段後埔小段
3492,(1419)栗子崙段中洲小段
3493,(1420)栗子崙段東崙小段
3494,(0288)海埔段
3495,(0396)海埔段海埔小段
3496,(0392)副瀨段副瀨小段
3497,(0306)蚶子寮段
3498,(0307)蚶子寮段蚶子寮小段
3499,(1415)蚶子寮段文蚶小段
3500,(0312)頂揖子寮段
3501,(0313)頂揖子寮段頂揖小段
3502,(0394)頂厝子段頂厝小段
3503,(0398)頂東石段黎明小段
3504,(0300)圍子內段
3505,(0375)圍潭段圍潭小段
3506,(1455)富安段
3507,(0283)港墘厝段
3508,(0296)港墘段
3509,(0297)港墘段港墘小段
3510,(0393)港墘厝段龍港小段
3511,(0310)湖底段
3512,(0371)湖底段湖底小段
3513,(1457)塭港新段
3514,(1446)慈安段
3515,(1448)新掌潭段
3516,(0291)溪子下段
3517,(0292)溪子下段溪子下小段
3518,(1413)溪子下段福安小段
3519,(1447)網寮段
3520,(0303)雙連潭段
3521,(0374)雙連潭段連潭小段
3522,(0305)鰲鼓段
3523,(1414)鰲鼓段鰲鼓小段
3524,(0345)五間厝段
3525,(0381)五間厝段五厝小段
3526,(1421)五間厝段祥和小段
3527,(1422)五間厝段中厝小段
3528,(0382)六桂段
3529,(0329)牛稠底段
3530,(0360)牛稠底段新富小段
3531,(0338)北港子段北華小段
3532,(1470)北港子新段
3533,(0323)安溪寮段
3534,(0324)安溪寮段平溪小段
3535,(0343)西後寮段
3536,(0344)西後寮段西後寮小段
3537,(0379)西後寮段西榮小段
3538,(0333)角帶圍段
3539,(0334)角帶圍段帶圍小段
3540,(1466)和順段
3541,(0384)岸腳段
3542,(1471)幸福後鎮段
3543,(0330)東後寮段
3544,(0331)東後寮段東光小段
3545,(0332)東後寮段東後寮小段
3546,(0377)東後寮段東榮小段
3547,(0378)東後寮段光榮小段
3548,(0339)後鎮段
3549,(0340)後鎮段後鎮小段
3550,(0325)埤子頭段
3551,(0326)埤子頭段埤前小段
3552,(1467)埤前段
3553,(0383)傳芳段
3554,(0318)新庄段
3555,(0319)新庄段新庄小段
3556,(0335)新店段
3557,(0336)新店段新店小段
3558,(1468)新店新段
3559,(0346)溪洲段
3560,(0347)溪洲段上溪洲小段
3561,(0380)溪洲段上溪小段
3562,(0385)溪洲段溪洲小段
3563,(0316)義竹段
3564,(0317)義竹段義竹小段
3565,(1469)義竹新段
3566,(0341)過路子段
3567,(0361)過路子段過路小段
3568,(0327)頭竹圍段
3569,(0328)頭竹圍段頭竹小段
3570,(0359)頭竹圍段竹圍小段
3571,(0320)龍蛟潭段
3572,(0321)龍蛟潭段龍蛟小段
3573,(0322)龍蛟潭段工業小段
3574,(0342)芉子寮段
3575,(0839)三角子段角堀小段
3576,(0840)三角子段三角小段
3577,(0841)三角子段中寮小段
3578,(1722)三角段
3579,(0710)下潭段下潭小段
3580,(0723)下半天段
3581,(0724)下半天段半天小段
3582,(0725)下半天段下半天小段
3583,(0835)下潭段光潭小段
3584,(0860)下潭段雲龍小段
3585,(1735)下潭新段
3586,(0704)山子脚段
3587,(0705)山子脚段山脚小段
3588,(1740)山下段
3589,(0721)中寮段重寮小段
3590,(0722)中寮段中寮小段
3591,(0736)竹子脚段松竹小段
3592,(1724)松山段
3593,(0712)後庄子段後庄小段
3594,(0730)後寮段
3595,(0731)後寮段後寮小段
3596,(0836)後堀段後堀小段
3597,(1721)後麻段
3598,(1737)後寮新段
3599,(0732)施厝寮段
3600,(0733)施厝寮段施家小段
3601,(0734)施厝寮段施厝小段
3602,(1739)施厝段
3603,(1723)重寮段
3604,(0708)海豐段海豐小段
3605,(0719)馬稠後段豐稠小段
3606,(0727)頂潭段頂潭小段
3607,(1736)頂潭新段
3608,(0700)鹿草段
3609,(0701)鹿草段鹿東小段
3610,(0702)鹿草段鹿草小段
3611,(0703)鹿草段西井小段
3612,(0896)鹿北段
3613,(0897)鹿西段
3614,(0898)鹿南段
3615,(1727)鹿工段
3616,(0729)麻豆店段下麻小段
3617,(0713)龜佛山段
3618,(0714)龜佛山段重劃小段
3619,(0715)龜佛山段竹山小段
3620,(0716)龜佛山段龜山小段
3621,(1738)龜佛山新段
3622,(0737)太保段
3623,(0739)太保段太保小段
3624,(0892)太頂珠段
3625,(0855)北新段
3626,(0850)民福段
3627,(0745)田尾段
3628,(0746)田尾段田尾小段
3629,(0771)白鴿厝段
3630,(0773)白鴿厝段白鴿小段
3631,(0774)白鴿厝段白鴿厝小段
3632,(1734)安仁段
3633,(0740)東勢寮段
3634,(0742)東勢寮段東勢小段
3635,(0854)東新段
3636,(0848)南珠段
3637,(0857)南新段
3638,(0749)後潭段
3639,(0750)後潭段後潭小段
3640,(0751)後潭段下庄小段
3641,(0847)後庄段
3642,(0752)茄苳脚段
3643,(0753)茄苳脚段春珠小段
3644,(0777)埔心段
3645,(0778)埔心段埔心小段
3646,(0766)埤麻脚段埤鄉小段
3647,(1709)埤鄉段
3648,(1725)埤麻段
3649,(1731)埤鄉東段
3650,(0754)崙子頂段
3651,(0756)崙子頂段崙頂小段
3652,(0775)梅子厝段
3653,(0776)梅子厝段梅厝小段
3654,(0851)梅花段
3655,(0846)祥和段
3656,(0757)頂港子墘段
3657,(0758)頂港子墘段頂港小段
3658,(0759)頂港子墘段安仁小段
3659,(0858)麻寮段
3660,(0743)新埤段
3661,(0744)新埤段新埤小段
3662,(1726)新舊埤段
3663,(0747)溪南段
3664,(0748)溪南段溪南小段
3665,(0761)過溝段工業小段
3666,(0763)過溝段過溝小段
3667,(0842)嘉保段
3668,(0856)嘉新段
3669,(0859)嘉太段
3670,(0767)管事厝段
3671,(0769)管事厝段港尾小段
3672,(0770)管事厝段管厝小段
3673,(0849)龍潭段
3674,(0783)十一指厝段
3675,(0784)十一指厝段順興小段
3676,(0785)十一指厝段龍德小段
3677,(0837)十一指厝段圳西小段
3678,(0810)三界埔段
3679,(0894)三和段
3680,(0795)下塗溝段
3681,(0796)下塗溝段重劃小段
3682,(0797)下塗溝段下塗溝小段
3683,(0806)下寮段
3684,(0807)下寮段下寮小段
3685,(0895)下寮新段
3686,(0792)大堀尾段大堀小段
3687,(0793)大堀尾段堀尾小段
3688,(0794)大堀尾段江竹小段
3689,(0800)大崙段
3690,(0801)大崙段重劃小段
3691,(0802)大崙段大崙小段
3692,(0803)大崙段新興小段
3693,(1714)中庄段
3694,(0886)仁安段
3695,(0779)水上段
3696,(0780)水上段水上小段
3697,(0843)水東段
3698,(0844)水西段
3699,(0845)水南段
3700,(0809)牛稠埔段
3701,(0893)北回段
3702,(0788)外溪洲段溪洲小段
3703,(0890)民生段
3704,(1728)江堀段
3705,(0885)和雲段
3706,(1715)忠和段
3707,(0838)南靖段南和小段
3708,(0799)巷口段巷口小段
3709,(0789)柳子林段
3710,(0790)柳子林段柳林小段
3711,(0887)柳鄉段
3712,(0888)柳林段
3713,(0889)柳新段
3714,(0782)崎子頭段崎子頭小段
3715,(0805)粗溪段粗溪小段
3716,(1729)粗溪新段
3717,(1710)新大崙段
3718,(1716)新番子寮段
3719,(1733)新三界埔段
3720,(1712)溪洲段
3721,(1713)溪安段
3722,(1717)義興段
3723,(1711)靖和段
3724,(0891)寬士段
3725,(1732)龍德段
3726,(0830)三層崎段
3727,(0823)下六段公舘小段
3728,(0824)下六段司公舘小段
3729,(0879)大義段
3730,(0811)中埔段
3731,(0832)中崙段
3732,(0862)中興段
3733,(1730)中庄仔段
3734,(0880)王爺段
3735,(0861)北興段
3736,(0881)田寮段
3737,(0818)白芒埔段
3738,(0816)石頭厝段
3739,(0827)石硦段
3740,(1705)石子湖段
3741,(0865)光興段
3742,(1718)安家厝段
3743,(0819)竹頭崎段
3744,(1701)吳鳳廟段
3745,(0864)佳興段
3746,(0863)和睦段
3747,(0866)和興段
3748,(0867)和溪段
3749,(0877)和美段
3750,(0878)忠義段
3751,(0825)社口段
3752,(0882)金蘭段
3753,(0817)柚子宅段
3754,(0831)凍子脚段
3755,(1703)埔東段
3756,(1704)埔美段
3757,(0828)深坑段
3758,(0829)頂埔段
3759,(0884)富收段
3760,(1700)隆興段
3761,(1719)隆恩段
3762,(0899)義仁段
3763,(0826)龍山脚段
3764,(0883)護生段
3765,(0815)灣潭子段
3766,(1720)檨仔林段
3767,(0814)塩舘段
3768,(1004)三寶山段
3769,(0912)山子門段
3770,(0994)五間厝段
3771,(0907)內埔子段
3772,(0997)內埔段
3773,(0952)公園段
3774,(0962)公館段
3775,(0960)木柵寮段
3776,(0968)永和段
3777,(0901)瓦厝埔段
3778,(0900)竹崎段
3779,(0905)沙坑段
3780,(0954)和平段
3781,(0998)昇平段
3782,(0909)金獅寮段
3783,(0961)桃北段
3784,(0969)烏土堀段
3785,(0953)真武段
3786,(0995)崎腳段
3787,(0967)頂茄苳段
3788,(0956)鹿滿段
3789,(0958)復原莊段
3790,(0910)番子潭段
3791,(0999)紫雲段
3792,(1003)新水坑段
3793,(0955)溪心段
3794,(0911)獅子頭段
3795,(0908)樟樹坪段
3796,(0903)緞厝寮段
3797,(0914)糞箕湖段
3798,(0902)覆鐤金段
3799,(0906)灣橋段
3800,(0992)灣北段
3801,(0993)灣中段
3802,(0913)羗子科段
3803,(0917)九芎坑段
3804,(0918)大半天寮段
3805,(0919)大草埔段
3806,(0921)大坪段
3807,(1019)大工三段
3808,(0923)生毛樹段
3809,(0970)石濁溪段
3810,(0920)圳頭段
3811,(0971)冷水坑段
3812,(0924)科子林段
3813,(0927)梅東段
3814,(0928)梅南段
3815,(0929)梅北段
3816,(0925)過山段
3817,(0926)過山段過山小段
3818,(0922)龍眼林段
3819,(0916)雙溪段
3820,(0957)雙梅段
3821,(1005)八掌段
3822,(0935)大湖段
3823,(0932)內甕段
3824,(0972)內腦寮段
3825,(0936)公田段
3826,(1018)北下坑段
3827,(1006)外腦寮段
3828,(0976)永興段
3829,(0975)石壁脚段
3830,(1001)石腳桶段
3831,(1017)南下坑段
3832,(1002)崩山仔段
3833,(0973)鹿窟段
3834,(0974)朝天段
3835,(0930)番路段
3836,(0931)番路段番路小段
3837,(1000)番仔寮段
3838,(1007)隙頂段
3839,(0933)轆子腳段
3840,(0934)轆子腳段轆子腳小段
3841,(0833)大埔段
3842,(0872)水寮段
3843,(0869)石面桶段
3844,(0871)石崁頂段
3845,(0874)沙米箕段
3846,(1706)南寮段
3847,(0834)柳藤潭段
3848,(0852)埔北段
3849,(0853)埔南段
3850,(1707)埔東段
3851,(0873)射免潭段
3852,(1708)草嶺段
3853,(0870)馬頭山段
3854,(0868)頂坪林段
3855,(0876)溪頭段
3856,(1702)豬稠湖段
3857,(0875)宝萊坑段
3858,(0950)十字段
3859,(0982)千人段
3860,(0940)山美段
3861,(0990)山美西段
3862,(1016)巴亞發段
3863,(0965)水山段
3864,(0978)平遮段
3865,(0980)石夢谷段
3866,(0983)多林段
3867,(0986)多陽段
3868,(1013)有伊亞娜段
3869,(1009)米斯基亞娜段
3870,(0987)扶蓉段
3871,(1015)杜突蘇段
3872,(0941)里佳段
3873,(0946)來吉段
3874,(0996)來吉段拉拉吉小段
3875,(0977)阿里山段
3876,(0944)南美段
3877,(1012)烏茲娜段
3878,(0943)特富野段
3879,(0981)眠猴段
3880,(0945)茶山段
3881,(0989)茶西段
3882,(0984)雪峰北段
3883,(0985)雪峰南段
3884,(0991)棚機段
3885,(1014)貴央段
3886,(0964)塔塔加段
3887,(0979)塔山段
3888,(0942)新美段
3889,(0947)達邦段
3890,(1008)達拿巴瓦娜段
3891,(1011)嘎娜烏段
3892,(0951)福山段
3893,(0939)樂野段
3894,(0963)樂野段拉拉吾雅小段
3895,(1010)諾有札段
3896,(0966)霞山段
3897,(0948)豐山段
3898,(0988)鱉頭段
3899,(1552)大同段
3900,(1509)仁和段
3901,(1564)平實段
3902,(1553)立德段
3903,(1511)光明段
3904,(1517)光華段
3905,(1501)竹篙厝段
3906,(1558)自由段
3907,(1518)育樂段
3908,(1559)府連段
3909,(1560)府東段
3910,(1513)東寧段
3911,(1514)東光段
3912,(1516)東安段
3913,(1502)虎尾寮段
3914,(1566)虎尾段
3915,(1562)泉南段
3916,(1555)富裕段
3917,(1556)富強段
3918,(1565)富農段
3919,(1510)新東段
3920,(1561)新都心段
3921,(1551)裕東段
3922,(1567)裕南段
3923,(1554)路東段
3924,(1512)精忠段
3925,(1508)德高段
3926,(1515)龍山段
3927,(1563)龍泉段
3928,(1557)關帝段
3929,(1851)大林段
3930,(1852)大忠段
3931,(1853)大恩段
3932,(1871)大山段
3933,(1812)中和段
3934,(1802)公英段
3935,(1868)天后段
3936,(1867)日新段
3937,(1866)水交社段
3938,(1865)正義段
3939,(1857)永寧段
3940,(1869)白雪段
3941,(1860)同安段
3942,(1864)明興段
3943,(1813)南山段
3944,(1856)南鞍段
3945,(1863)南豐段
3946,(1870)南華段
3947,(1855)建南段
3948,(1811)省躬段
3949,(1801)桶盤淺段
3950,(1809)喜東段
3951,(1810)喜北段
3952,(1862)華南段
3953,(1808)新興段
3954,(1854)新都段
3955,(1814)福吉段
3956,(1858)興農段
3957,(1861)龍崗段
3958,(1859)舉喜段
3959,(1803)鹽埕段
3960,(0139)大興段
3961,(0140)大豐段
3962,(0141)大港段
3963,(0136)小北段
3964,(0067)仁愛段
3965,(0081)公園段
3966,(0138)文元段
3967,(0061)北華段
3968,(0135)北安段
3969,(0167)北元段
3970,(0064)正興段
3971,(0173)正覺段
3972,(0063)立人段
3973,(0146)光賢段
3974,(0062)自強段
3975,(0072)延平段
3976,(0066)東豐段
3977,(0069)東興段
3978,(0171)康祥段
3979,(0071)富台段
3980,(0068)華興段
3981,(0070)開元段
3982,(0137)裕民段
3983,(0172)實踐段
3984,(0065)鄭子寮段
3985,(1262)十字段
3986,(1299)十二佃段
3987,(1206)土城子段
3988,(1294)土城段
3989,(1301)中洲段
3990,(1267)公塭段
3991,(1273)公學段
3992,(1274)公親段
3993,(1235)天馬段
3994,(1278)北興段
3995,(1249)四草段
3996,(1209)外塭段
3997,(1253)布袋段
3998,(1242)本淵段
3999,(1217)安和段
4000,(1218)安慶段
4001,(1220)安西段
4002,(1221)安東段
4003,(1223)安中段
4004,(1260)安北段
4005,(1275)安吉段
4006,(1210)州北段
4007,(1211)州南段
4008,(1264)佃南段
4009,(1265)佃東段
4010,(1266)佃西段
4011,(1277)佃北段
4012,(1298)育安段
4013,(1236)和農段
4014,(1238)和工段
4015,(1239)和業段
4016,(1240)和成段
4017,(1297)和館段
4018,(1286)幸福段
4019,(1214)怡安段
4020,(1258)怡北段
4021,(1259)怡中段
4022,(1237)東和段
4023,(1215)長和段
4024,(1254)長安段
4025,(1257)長溪段
4026,(1205)青草崙段
4027,(1290)青草段
4028,(1293)青砂段
4029,(1268)南興段
4030,(1251)城中段
4031,(1281)城東段
4032,(1292)城西段
4033,(1295)城南段
4034,(1282)砂崙段
4035,(1284)科工段
4036,(1256)原佃段
4037,(1263)原西段
4038,(1208)海尾寮段
4039,(1225)海東段
4040,(1229)海北段
4041,(1230)海中段
4042,(1231)海前段
4043,(1234)海西段
4044,(1250)海南段
4045,(1285)海佃段
4046,(1276)神榕段
4047,(1224)草湖段
4048,(1280)國聖段
4049,(1287)國安段
4050,(1233)淵中段
4051,(1243)淵東段
4052,(1244)淵西段
4053,(1245)淵南段
4054,(1246)淵北段
4055,(1226)理想段
4056,(1219)頂安段
4057,(1296)鹿北段
4058,(1232)朝皇段
4059,(1291)港西段
4060,(1203)媽祖宮段
4061,(1289)媽宮段
4062,(1300)慈安段
4063,(1213)新順段
4064,(1241)新淵段
4065,(1207)溪心寮段
4066,(1222)溪頂段
4067,(1227)溪墘段
4068,(1228)溪東段
4069,(1261)溪心段
4070,(1269)溪南段
4071,(1283)聖母段
4072,(1247)農場段
4073,(1216)福國段
4074,(1270)學東段
4075,(1271)學中段
4076,(1272)學南段
4077,(1279)學北段
4078,(1212)總安段
4079,(1255)總頭段
4080,(1252)鎮安段
4081,(1288)顯宮段
4082,(1248)鹽田段
4083,(0123)上鯤鯓段
4084,(0149)古堡段
4085,(0147)石門段
4086,(0122)安平段
4087,(0148)妙壽段
4088,(0131)金華段
4089,(0133)金城段
4090,(0134)海興段
4091,(0165)海口段
4092,(0132)新南段
4093,(0150)漁港段
4094,(0166)漁光段
4095,(0177)三民段
4096,(0174)中山段
4097,(0190)中正段
4098,(0192)五條港段
4099,(0189)孔廟段
4100,(0179)永華段
4101,(0184)永福段
4102,(0145)玉宇段
4103,(0183)白金段
4104,(0144)成光段
4105,(0197)老古石段
4106,(0181)赤崁段
4107,(0191)府前段
4108,(0142)武聖段
4109,(0176)青年段
4110,(0042)保安段
4111,(0187)保西段
4112,(0193)南門段
4113,(0195)星鑽段
4114,(0194)郡王祠段
4115,(0143)頂美段
4116,(0182)普濟段
4117,(0185)新美段
4118,(0196)新臨安段
4119,(0175)萬昌段
4120,(0188)福安段
4121,(0178)銀同段
4122,(0170)廣慈段
4123,(0168)環河段
4124,(0180)觀音段
4125,(0186)檨仔林段
4126,(2086)三德段
4127,(2104)三民段
4128,(2113)三興段
4129,(2004)下角帶圍段
4130,(2008)土庫段
4131,(2122)土安段
4132,(2106)大公段
4133,(2110)大同段
4134,(2014)太子宮段太子宮小段
4135,(2015)太子宮段埤子底小段
4136,(2016)太子宮段竹圍子小段
4137,(2056)太子段
4138,(2002)王公廟段
4139,(2087)王公段
4140,(2102)北紙段
4141,(2009)卯舍段
4142,(2107)民生段
4143,(2112)民族段
4144,(2114)民權段
4145,(2118)民治段
4146,(2115)永生段
4147,(2120)育德段
4148,(2146)周武段
4149,(2012)姑爺段
4150,(2092)延平段
4151,(2089)忠政段
4152,(2108)東興段
4153,(2109)東學段
4154,(2103)武賢段
4155,(2145)金華段
4156,(2085)長榮段
4157,(2141)長勝段
4158,(2055)南紙段
4159,(2095)南興段
4160,(2119)南新段
4161,(2084)建國段
4162,(2007)後鎮段
4163,(2003)茄苳脚段
4164,(2054)茄苳段
4165,(2094)真武段
4166,(2006)埤寮段
4167,(2005)許丑段
4168,(2096)復興段
4169,(2099)華城段
4170,(2001)新營段
4171,(2079)新東段
4172,(2088)新生段
4173,(2091)新泰段
4174,(2097)新富段
4175,(2098)新榮段
4176,(2100)新電段
4177,(2101)新興段
4178,(2123)新民段
4179,(2124)新北段
4180,(2125)新橋段
4181,(2133)新卯舍段
4182,(2137)新秀才段
4183,(2142)新茄苳段
4184,(2144)新南段
4185,(2052)嘉芳段
4186,(2111)綠川段
4187,(2126)德隆段
4188,(2116)興安段
4189,(2117)興業段
4190,(2093)濟安段
4191,(2013)舊廍段
4192,(2010)鐵線橋段
4193,(2033)下中段下中小段
4194,(2034)下中段牛稠子小段
4195,(2059)下林段
4196,(2060)大埔段
4197,(2078)仁愛段
4198,(2134)仁光段
4199,(2023)天保厝段
4200,(2074)月港段
4201,(2075)月津段
4202,(2067)水秀段
4203,(2026)北竹子脚段菜公堂小段
4204,(2027)北竹子脚段上帝廟小段
4205,(2068)北門段
4206,(2020)田寮段
4207,(2053)竹圍尾段
4208,(2135)竹子腳段
4209,(2031)岸內段蔦松腳小段
4210,(2061)岸南段
4211,(2062)忠義段
4212,(2071)武廟段
4213,(2022)南竹子脚段
4214,(2077)南門段
4215,(2130)南港段
4216,(2076)後厝段
4217,(2037)孫厝寮段孫厝寮小段
4218,(2038)孫厝寮段番子寮小段
4219,(2140)孫厝段
4220,(2069)朝琴段
4221,(2019)番子厝段
4222,(2021)飯店段
4223,(2070)新岸段
4224,(2136)新坔頭港段
4225,(2028)溪洲寮段頂溪洲寮小段
