說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157238325906930,https://www.facebook.com/cwgroup/posts/10157238325906930,#廣編企劃 【日成集團點起第一支火把 D.Vita為台灣設計師圓夢】  在台灣發跡，31年前落足泰國，現在已是泰國前三大珠寶飾品製造商的日成珠寶，2017年回鄉，成為台灣第一家珠寶飾品上市公司，不過儘管在全球珠寶產業成績亮眼，日成控股總經理林如茵(Sarah Lin)心裡一直有股遺憾，「我一直覺得台灣的珠寶設計實力不遜於歐美，要在國外行銷絕對不是問題。」  #設計 #珠寶 #日成珠寶 #實踐大學 #產學合作,Link,,,10/27/20, ,9,1,1
,127628276929_10157240670206930,https://www.facebook.com/cwgroup/posts/10157240670206930,【智慧醫療．重磅專訪 #1】台大醫院 National Taiwan University Hospital 院長吳明賢   未來城市FutureCity 全新系列專題 ：六大醫院院長的智慧醫療藍圖  上網搜尋8月剛上任的台大醫院院長吳明賢，每篇報導，都是他找出新的幽門桿菌殺菌法，大幅降低胃癌發生率，登上多本國際頂級醫療期刊的故事。  去年，台灣人工智慧實驗室負責人 杜奕瑾 （Ethan Tu） 擔任 未來城市FutureCity 客座總編輯，邀請台大醫院談智慧醫療，時任副院長的吳明賢，就是與談人之一。從健保資料的缺陷、AI如何解決「血汗醫護」，到精準醫療為何「不準」，他都侃侃而談。  多數人都知道吳明賢是世界級胃病專家，其實，他對智慧醫療也不陌生。  -  #智慧醫療 是時下研究大熱門，每家醫院一有成果就對媒體敲鑼打鼓，台大是台灣的龍頭醫院，過去一年就有71件智慧醫療研究案，「電子五哥」（鴻海、華碩、廣達、仁寶、宏碁）也不斷帶著新技術上門合作。  「台大醫院的優勢，就是有最傑出的醫師及最多樣化的病人——最急的、最嚴重的、最罕見的病歷資料，我們都有。」  但，為什麼醫院龍頭台大卻很少開記者會？  跨入2020，他怎麼看台灣各醫院在智慧醫療百家爭鳴的情況？台大還跟哪些單位合作發展AI？  當被問到疫情如何改變醫療環境，吳明賢反問我們一則笑話：推動組織數位轉型，誰是關鍵人物？是CEO、CFO還是CTO？  他笑著解答。  -  #為什麼未來城市關心智慧醫療  2020年疫情突襲全球， 未來城市FutureCity 站在科技與醫療的第一現場，直擊病毒改變日常，也成為醫療科技的應用加速器、震盪未來。  10月「#當初幸好有你」系列回顧疫情百日的防疫英雄，獲得台灣最重要的醫療報導獎——2020年「台灣醫療報導獎」平面類佳作。  下半年，我們不只談科技防疫，還將更全面深究5G、AIoT應用的醫療現場，勾勒未來健康生活的想像。  #這六家醫院對台灣有多重要  這是台灣媒體首度同時專訪台大等六大醫院院長。這六家醫院，對台灣有多重要？   擁有3萬名醫護人員，營收近囊括全台醫院前六強，還有一家頂級心臟專科醫院；每年門診人次破千萬，如果每人每年看一次病，他們就照顧了全台一半的病人。  這六大醫院的醫療創新，影響多數台灣人的健康；他們對智慧醫療的觀點，左右科技廠的研發；他們與國家政策的協作，更將決定高齡化台灣的未來。  禮拜五開始，跟著我們一起踏入智慧醫療週，台灣率先踏入智慧醫療領域的醫院院長迫切關注哪些問題？最頂尖的醫療與科技人才如何跨域聯手，如何透過智慧科技改善醫病關係？  專題製作／陳芳毓、許鈺屏、高偉倫、阮怡婷、李鈺淇 2020-10-22  #未來城市  #智慧城市 #智慧醫療 #我們的未來醫生,Link,,,10/27/20, ,47,3,4
,127628276929_10157240284801930,https://www.facebook.com/cwgroup/posts/10157240284801930,【素養教育－愛看動漫、打遊戲，這些被爸媽唸的興趣讓她拿下技職金牌？】  放棄名校，選擇真愛的校系，就像在木板重複練習作畫，舊的毀掉也不可惜，因為已經學到了。拿下技職金牌的李佳玲，她的爸媽曾擔心她所唸的科系不好找工作，但李佳玲堅持自己的興趣，走一條自己喜歡的路，什麼樣的家庭環境，給李佳玲最大自由度，自由探索並培養興趣？她的爸媽是如何放手的？  👉閱讀完整文章：https://bit.ly/3kyCurQ 👉深入了解108課綱：https://bit.ly/3e1HTWg  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/27/20, ,24,2,2
,127628276929_10157240553371930,https://www.facebook.com/cwgroup/posts/10157240553371930,【#唐鳳：我所看待的自由與未來】 　 第一本經唐鳳認可， 串連她的過去與現在，遠眺自由與未來的深刻之作。 「我的全部，都公開透明在這邊了； 我所看待的自由和未來，也將與各位一同分享。」 　 揭開神人級公民黑客、台灣抗疫功臣、被日本媒體譽為「天才IT大臣」的背後思路；理解她超越一切框架，主張從征服到增幅的共好價值，用無差別的愛與自由，邁向分享協作的「唐鳳Style」。 　 🏳‍🌈 國內第一本解密「鄉民之神、網路之子」的唐鳳人生紀實 🏳‍🌈 日本亞馬遜「國際教育、網路入門、性別議題」三類銷售No.1 🏳‍🌈 獨家收錄影響唐鳳最深的20本書，橫跨字典/哲學/政經/小說等領域 　 ☑ 首刷限量加贈唐鳳「Q版海豹」精緻貼紙乙張 ☑ 天下獨家再贈限量「就這樣被唐鳳增幅心靈小卡」，一套共12張 　 覺得越來越姆湯的日子，讓唐鳳來解答你的困惑， 如果被唐鳳增幅，依舊無法解放你的自由與未來， 那麼，讓我們一起 #召喚唐鳳 → https://bit.ly/2TryrSg  ※特展專區，單書79折、任選兩書75折、任選四書72折,Photo,,,10/26/20, ,39,3,
,127628276929_10157240437536930,https://www.facebook.com/cwgroup/posts/10157240437536930,【情緒不成熟的父母，不是你我的錯】 　 雖然父母年近60，不要以為他們就是大人了，「他們只是軀體上的大人，但內心中住著並不比起你成熟多少的孩子。」  他們也有著自己的困擾與無解的問題，因此，不要期待父母來拯救你，放棄這個想法更健康，你要幫著自己。,Link,,,10/26/20, ,2738,44,703
,127628276929_10157240436296930,https://www.facebook.com/cwgroup/posts/10157240436296930,【為什麼練瑜珈可以慢老？】   有個說法是，你幾歲練習瑜珈，年齡就會停留在幾歲，這個說法可能不只是個比喻。研究發現，確實更是如此。  除此之外，規律瑜珈練習者，還有哪些好處呢？  -- 📣【訂閱頻道看更多】  升級《天下》LINE 免費訂閱頻道，掌握健康醫療知識零時差 https://maac.io/1ffCR,Link,,,10/26/20, ,222,12,47
,127628276929_10157240326216930,https://www.facebook.com/cwgroup/posts/10157240326216930,【選情之夜為何成為選情之月？】  4年前，希拉蕊在10月中的民調裡，大勝川普，但最終仍不得不面對選舉結果，發表了敗選感言。現階段雖然拜登民調領先，但川普未必會輸。  在接下來的時間內，還有哪些重大不確定性存在？川普可能再度逆轉勝？  🔥不斷更新》美國總統大選動態　鍵盤追進度 https://bit.ly/3kvYcNe,Link,,,10/26/20, ,12,,2
,127628276929_10157238324886930,https://www.facebook.com/cwgroup/posts/10157238324886930,#廣編企劃  【震驚業界的研發速度，聯發科技靠「它」超前佈署5G市場！】  為了搶占5G的市場先機，聯發科技的IT部門藉由Amazon Web Services（AWS）雲端技術，完成混合雲架構（Hybrid cloud）的開發平台，一週內新增上千台高階伺服器，以備研發單位大量運算所用，並同時兼顧使用者體驗（User Experience）與最大化雲端資源運用，順利提早三個月發表7奈米5G手機晶片，完成高度專業與速度的研發專案。  #雲端 #聯發科技 #5G #混合雲架構 #運算 #研發 #伺服器,Link,,,10/26/20, ,7,,2
,127628276929_10157240102531930,https://www.facebook.com/cwgroup/posts/10157240102531930,【民調大贏川普，賭客卻對拜登沒信心？】  上週五結束了美國總統大選的終場辯論，CNN民調有53%的人看好拜登，只有39%的人支持川普。加上《經濟學人》的選舉預測模型也指出，拜登勝選的機率推估高達87%。但為何大家仍沒有十足把握呢？  🔥更多精彩內容，請看《不能只有台積電》 https://bit.ly/31lrYNn,Link,,,10/26/20, ,17,4,1
,127628276929_10157240207581930,https://www.facebook.com/cwgroup/posts/10157240207581930,【與其雇一個有即戰力來衝刺的短跑健將，不如雇一個有潛力的長跑者】  「一行人開拔到非洲一個國家的育幼院，開始了長達一個月的課程。他們把募來的機具拆解後背到非洲，上課前組裝起來，教導非洲的孩子如何組裝後，在離開時把所有的機具留下來。」  成大資工系教授蘇文鈺擔任專案的指導老師，他希望業界不要太看技能部份，重點是要看學生的跨領域能力。  【加入《天下》Telegram ，每日早晨直送國內外重要新聞】點擊連結👉 http://t.me/cwmagazine,Link,,,10/26/20, ,32,4,2
,127628276929_10157238424036930,https://www.facebook.com/cwgroup/posts/10157238424036930,股東資本主義盛行半個世紀來，為國家、企業帶來繁榮與利潤，卻也有不少後遺症，諸如環境污染、貧富差距。 　 創辦人施瓦布提出了利益相關者（stakeholders）的概念，主張企業不只服務股東，也要服務客戶、員工、社區和整個社會...,Link,,,10/26/20, ,41,2,5
,127628276929_10157238566546930,https://www.facebook.com/cwgroup/posts/10157238566546930,【與蘋果前設計長合作，Airbnb有怎樣的盤算？】  民宿訂房網Airbnb受疫情影響，今年業績慘烈。為了逆勢突圍，找了堪稱是僅次於賈伯斯的蘋果產品靈魂推手艾夫合作，乍看或許讓人摸不著頭緒，為何民宿平台會動用到科技產品設計鬼才？,Link,,,10/26/20, ,12,3,
,127628276929_10157238678791930,https://www.facebook.com/cwgroup/posts/10157238678791930,#企業突圍【你遇過有毒的同事嗎？】 　 先別急著否認，你一定遇過這種同事！滿口冷嘲熱諷，沒事就用「幹麻那麼拚？」、「你想證明給誰看？」攻擊你。 　 這種咖不但會讓團隊士氣低落，更慘的是，主管和老闆對這種「有毒」員工通常是假裝沒看見，最後導致部份同事再也不想忍，乾脆辭職。面對「有毒同事」你該怎麼辦？ 　　 - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/26/20, ,397,9,241
,127628276929_10157239769801930,https://www.facebook.com/cwgroup/posts/10157239769801930,#今日熱文【核心系統更換變成災難　台北富邦銀行怎麼了？】 　 台北富邦銀行10月上旬更換核心系統，再次造成客訴，金管會下令一周內交檢討報告。 　 據《天下》調查，我國前十大銀行逾半都有規劃更換核心系統，顧問業形容是十年來難得一見。北富銀之亂可帶來哪些借鏡？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/26/20, ,1765,117,133
,127628276929_10157239391201930,https://www.facebook.com/cwgroup/posts/10157239391201930,【習經濟發威　 經濟學人：該認清事實了，別輕視中國】  中國經濟正在擺脫疫情造成的影響，有望成為今年唯一實現增長的主要經濟體。  習經濟發威了嗎？  ＃習近平,Link,,,10/26/20, ,120,30,5
,127628276929_10157239678291930,https://www.facebook.com/cwgroup/posts/10157239678291930,＃天下晨間新聞　  美股道瓊又經歷恐怖星期一，大跌800多點後，收跌650點。下一隻黑天鵝準備起飛了嗎？,Link,,,10/26/20, ,20,1,2
,127628276929_10157238465946930,https://www.facebook.com/cwgroup/posts/10157238465946930,【4都房價破歷史新高　自住該出手嗎？】  親朋好友都在看房買房？別懷疑，儘管全球還在疫情中，今年台灣房市卻真的很熱，連斷層帶都出現億萬豪宅。但專家為何說「Uniqlo生意好，不代表LV客人回來」？,Link,,,10/26/20, ,50,3,7
,127628276929_10157238462431930,https://www.facebook.com/cwgroup/posts/10157238462431930,【同業虧損破產時，他們維持獲利　百年航運家族透露祕訣】  「小心駛得萬年船」是真的！全台最古老又神祕的航運家族，第四代許積皐即將接班。在海運衰退，部份同業連年虧損的時刻，新興航運十多年來維持獲利。許家貫徹百年的經營哲學是什麼？,Link,,,10/26/20, ,8,,2
,127628276929_10157238630061930,https://www.facebook.com/cwgroup/posts/10157238630061930,◤國師唐綺陽來開示  這次不談水逆談人生◢ 面對中年工作低潮國師這樣走出來...  　 ＃我很清楚我來這世界上_要做的就是療癒。 ——唐綺陽 　 她占星，給予無數人心靈寄託； 她直播，在雲端提供數位陪伴； 她是唐綺陽，占星資歷超過20年。 　 但就算算遍全宇宙，唐綺陽也算不盡自己的人生， 面對工作撞牆期她如何不斷的打掉重練？ 讓我們一起從國師的故事中尋找人生的啟示... ---  訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3gR6jCc 　　 #天下雜誌video,Video,,,10/26/20, ,168,1,26
